time	V(out)	V(out2)	V(n001)
1.254000000000000e-07	-2.157440741917067e-01	-1.336529871344660e-01	-3.070683931714936e-02
1.256000000000000e-07	-2.859754303037080e-01	-2.444877686923413e-01	-3.577688563273791e-02
1.258000000000000e-07	-3.448674167057399e-01	-3.443540679113268e-01	-3.202309068987321e-02
1.260000000000000e-07	-3.902433442246086e-01	-4.294838238959867e-01	-2.047076333143854e-02
1.262000000000000e-07	-4.200904488791310e-01	-4.963132118062793e-01	-4.035950912691790e-03
1.264000000000000e-07	-4.328968549464923e-01	-5.420260349673456e-01	1.312694707926305e-02
1.266000000000000e-07	-4.278369534076384e-01	-5.647105726925455e-01	2.680401696798323e-02
1.268000000000000e-07	-4.048970668779648e-01	-5.635190080517591e-01	3.367559226258891e-02
1.270000000000000e-07	-3.650829850039206e-01	-5.388698609136929e-01	3.219666356725393e-02
1.272000000000000e-07	-3.103620244105757e-01	-4.923959864387073e-01	2.285733524047341e-02
1.274000000000000e-07	-2.434963147936154e-01	-4.267560982648226e-01	7.996567665591595e-03
1.276000000000000e-07	-1.680595952845084e-01	-3.456414256780790e-01	-8.620249884481840e-03
1.278000000000000e-07	-8.799503507051568e-02	-2.533224700592800e-01	-2.284589742996030e-02
1.280000000000000e-07	-7.211106586333718e-03	-1.542415096134625e-01	-3.126538290484587e-02
1.282000000000000e-07	7.064027689736305e-02	-5.277256839349719e-02	-3.187200598717489e-02
1.284000000000000e-07	1.424363866011419e-01	4.703281188816091e-02	-2.463392018397620e-02
1.286000000000000e-07	2.056065699959881e-01	1.414697126858197e-01	-1.146621809769833e-02
1.288000000000000e-07	2.583761462667900e-01	2.275241100825654e-01	4.342090429284723e-03
1.290000000000000e-07	2.995154979305556e-01	3.026339385675874e-01	1.888499726724088e-02
1.292000000000000e-07	3.283021356712434e-01	3.646474631005733e-01	2.858081116344559e-02
1.294000000000000e-07	3.443430790121261e-01	4.117594264773974e-01	3.111137126906130e-02
1.296000000000000e-07	3.475400217449095e-01	4.427361938383320e-01	2.598053005857401e-02
1.298000000000000e-07	3.379761621800126e-01	4.564641525021403e-01	1.453955067326616e-02
1.300000000000000e-07	3.160119271310391e-01	4.524167797283154e-01	-3.403840404080754e-04
1.302000000000000e-07	2.822615997351231e-01	4.305618991604542e-01	-1.494668761908640e-02
1.304000000000000e-07	2.379041591973499e-01	3.917323111631235e-01	-2.568770944893706e-02
1.306000000000000e-07	1.846615524596486e-01	3.376130590580812e-01	-2.991592590786020e-02
1.308000000000000e-07	1.243916896277807e-01	2.702584922505012e-01	-2.680348767571138e-02
1.310000000000000e-07	5.986969198739715e-02	1.929652327398665e-01	-1.715159616865046e-02
1.312000000000000e-07	-6.024539500980049e-03	1.093121075891488e-01	-3.371930106008678e-03
1.314000000000000e-07	-7.016324797390729e-02	2.334049531577842e-02	1.105536821216376e-02
1.316000000000000e-07	-1.295766330653500e-01	-6.097548143748040e-02	2.256965188250860e-02
1.318000000000000e-07	-1.816194791295485e-01	-1.398638496421660e-01	2.838389603331614e-02
1.320000000000000e-07	-2.241911101882549e-01	-2.100809967520939e-01	2.716233678263409e-02
1.322000000000000e-07	-2.559936277612321e-01	-2.692972761128137e-01	1.925297743315266e-02
1.324000000000000e-07	-2.762558711242780e-01	-3.156416539070542e-01	6.728636507834000e-03
1.326000000000000e-07	-2.849323729678269e-01	-3.481277395014902e-01	-7.296390556188899e-03
1.328000000000000e-07	-2.824474255820799e-01	-3.663518525071711e-01	-1.936396850075785e-02
1.330000000000000e-07	-2.696047726270933e-01	-3.704299916747393e-01	-2.652140423715071e-02
1.332000000000000e-07	-2.473960077756516e-01	-3.608312255628401e-01	-2.706488491204291e-02
1.334000000000000e-07	-2.169321326952364e-01	-3.383042196230852e-01	-2.094386610279878e-02
1.336000000000000e-07	-1.793541230701470e-01	-3.038190055830882e-01	-9.762633602780358e-03
1.338000000000000e-07	-1.358818928498993e-01	-2.585955195478718e-01	3.716409534438746e-03
1.340000000000000e-07	-8.787062306278202e-02	-2.041680366096056e-01	1.611993526909779e-02
1.342000000000000e-07	-3.690114384478745e-02	-1.424559883237261e-01	2.440131747771187e-02
1.344000000000000e-07	1.523352159880672e-02	-7.574019085504462e-02	2.659013891690648e-02
1.346000000000000e-07	6.644836125190151e-02	-6.726396284856982e-03	2.223471453421634e-02
1.348000000000000e-07	1.145626678088112e-01	6.168305541725393e-02	1.246165161700685e-02
1.350000000000000e-07	1.573375401710575e-01	1.264395302397469e-01	-2.895882941392312e-04
1.352000000000000e-07	1.926893269336884e-01	1.845580985895795e-01	-1.281088624871995e-02
1.354000000000000e-07	2.189128755093701e-01	2.334115199760538e-01	-2.201025324247673e-02
1.356000000000000e-07	2.349233036159862e-01	2.710237681416627e-01	-2.572671408095388e-02
1.358000000000000e-07	2.402141697750202e-01	2.960014909975809e-01	-2.305942695578594e-02
1.360000000000000e-07	2.350177588300043e-01	3.077960141472710e-01	-1.474355333931986e-02
1.362000000000000e-07	2.201586572807687e-01	3.065859752236496e-01	-2.884870305833894e-03
1.364000000000000e-07	1.969622836655926e-01	2.932089308736278e-01	9.568340553096447e-03
1.366000000000000e-07	1.670570638650007e-01	2.689809536053016e-01	1.951389879042080e-02
1.368000000000000e-07	1.322484273471710e-01	2.355948126672260e-01	2.453296237895342e-02
1.370000000000000e-07	9.411207989392387e-02	1.946874427400754e-01	2.349486760062067e-02
1.372000000000000e-07	5.415403353120463e-02	1.479942565976543e-01	1.669698195590022e-02
1.374000000000000e-07	1.374592033013852e-02	9.728620295314902e-02	5.842821394190788e-03
1.376000000000000e-07	-2.594424657631050e-02	4.425734140316288e-02	-6.330607677653534e-03
1.378000000000000e-07	-6.390588989990496e-02	-9.463796425391280e-03	-1.681421544015578e-02
1.380000000000000e-07	-9.907415376922024e-02	-6.209017069812075e-02	-2.303314561537528e-02
1.382000000000000e-07	-1.303512095907924e-01	-1.117408545897920e-01	-2.353568428086300e-02
1.384000000000000e-07	-1.567118215167004e-01	-1.567035864940711e-01	-1.824350670806600e-02
1.386000000000000e-07	-1.770106921338890e-01	-1.950702211789350e-01	-8.512635581797956e-03
1.388000000000000e-07	-1.902009640056708e-01	-2.251105196656084e-01	3.234619850227514e-03
1.390000000000000e-07	-1.954698899766880e-01	-2.453898134684353e-01	1.404144636354699e-02
1.392000000000000e-07	-1.923573608465208e-01	-2.549375138690950e-01	2.128708513453550e-02
1.394000000000000e-07	-1.809036720472357e-01	-2.533831724356811e-01	2.321770353321214e-02
1.396000000000000e-07	-1.616632860000185e-01	-2.409891780022835e-01	1.942739809077931e-02
1.398000000000000e-07	-1.357251738236370e-01	-2.186709288695868e-01	1.089297346640058e-02
1.400000000000000e-07	-1.045669901490630e-01	-1.878526687279513e-01	-2.616620373652589e-04
1.402000000000000e-07	-7.003017864485778e-02	-1.504394373655293e-01	-1.122993183107017e-02
1.404000000000000e-07	-3.399887631987993e-02	-1.084941389715991e-01	-1.929087786627956e-02
1.406000000000000e-07	1.765331898711135e-03	-6.405759241835772e-02	-2.255761744807851e-02
1.408000000000000e-07	3.569720074302159e-02	-1.908916464838666e-02	-2.023467067620810e-02
1.410000000000000e-07	6.657161164844064e-02	2.472963202959524e-02	-1.293760668179241e-02
1.412000000000000e-07	9.350938075722329e-02	6.596555281520990e-02	-2.536139633622910e-03
1.414000000000000e-07	1.159345848655664e-01	1.034618055639095e-01	8.389731886975877e-03
1.416000000000000e-07	1.335141081353089e-01	1.362775248741269e-01	1.715634840545890e-02
1.418000000000000e-07	1.460013759274339e-01	1.635423914006090e-01	2.159781388757993e-02
1.420000000000000e-07	1.532233792675469e-01	1.844934012214429e-01	2.069883191792115e-02
1.422000000000000e-07	1.550049934622044e-01	1.984541071284898e-01	1.469326434952131e-02
1.424000000000000e-07	1.512189478385340e-01	2.048248297595074e-01	5.140482088513739e-03
1.426000000000000e-07	1.417737245779288e-01	2.031451751465579e-01	-5.597426874190355e-03
1.428000000000000e-07	1.268031648355223e-01	1.932900736460694e-01	-1.484099894810573e-02
1.430000000000000e-07	1.066663044989348e-01	1.754780262484202e-01	-2.035513380773985e-02
1.432000000000000e-07	8.210378360517324e-02	1.504289553623528e-01	-2.080848232564161e-02
1.434000000000000e-07	5.416954782901170e-02	1.192961831362099e-01	-1.615356306308044e-02
1.436000000000000e-07	2.418264474023207e-02	8.359785458347273e-02	-7.527024220921108e-03
1.438000000000000e-07	-6.279426180002937e-03	4.522394296909837e-02	2.852669103843602e-03
1.440000000000000e-07	-3.561659839402441e-02	6.154688141259477e-03	1.244187814083069e-02
1.442000000000000e-07	-6.236861538206346e-02	-3.171223759395617e-02	1.886842899035769e-02
1.444000000000000e-07	-8.527624146332148e-02	-6.662572380664801e-02	2.059729290521590e-02
1.446000000000000e-07	-1.034795675041962e-01	-9.721897226471135e-02	1.725493448912508e-02
1.448000000000000e-07	-1.165216672994348e-01	-1.225756218731129e-01	9.661828957428549e-03
1.450000000000000e-07	-1.242989144764772e-01	-1.420916732210614e-01	-2.353509220005954e-04
1.452000000000000e-07	-1.269962719874055e-01	-1.555193115948023e-01	-9.973849288873753e-03
1.454000000000000e-07	-1.250131248398390e-01	-1.628729881068036e-01	-1.718013962709763e-02
1.456000000000000e-07	-1.187980328411963e-01	-1.642791381752506e-01	-2.009017898028864e-02
1.458000000000000e-07	-1.088243349900311e-01	-1.599594747505751e-01	-1.803791429791132e-02
1.460000000000000e-07	-9.547013237675686e-02	-1.501285187230914e-01	-1.154369227485200e-02
1.462000000000000e-07	-7.911378700072901e-02	-1.350796808252654e-01	-2.272335668769734e-03
1.464000000000000e-07	-6.010329148082166e-02	-1.151663387557087e-01	7.480894672717927e-03
1.466000000000000e-07	-3.889238673309955e-02	-9.092971205877053e-02	1.530150667521109e-02
1.468000000000000e-07	-1.605861351955593e-02	-6.311394179917267e-02	1.929444004697813e-02
1.470000000000000e-07	7.576405458719185e-03	-3.278090207577296e-02	1.848062410805404e-02
1.472000000000000e-07	3.102849801340347e-02	-1.214012008103829e-03	1.314195786232718e-02
1.474000000000000e-07	5.315779395130812e-02	3.010540341260860e-02	4.598856295706850e-03
1.476000000000000e-07	7.280171514994006e-02	5.963296852309858e-02	-4.994234061291862e-03
1.478000000000000e-07	8.885848907854181e-02	8.586638047637452e-02	-1.328808836180890e-02
1.480000000000000e-07	1.004874631180532e-01	1.075585554191002e-01	-1.824076131428903e-02
1.482000000000000e-07	1.071289188536280e-01	1.237415310884758e-01	-1.865580415336221e-02
1.484000000000000e-07	1.086627832819772e-01	1.339310232215671e-01	-1.446086625128486e-02
1.486000000000000e-07	1.053140325896443e-01	1.380237087764346e-01	-6.752716615991625e-03
1.488000000000000e-07	9.765982081162054e-02	1.363257081944041e-01	2.564606039033616e-03
1.490000000000000e-07	8.645024466524366e-02	1.293841015909976e-01	1.116873411548480e-02
1.492000000000000e-07	7.257548466927571e-02	1.179610711734084e-01	1.697002529623852e-02
1.494000000000000e-07	5.688065783685761e-02	1.028502471261754e-01	1.850383013933712e-02
1.496000000000000e-07	4.004235495565264e-02	8.475335105445786e-02	1.549571528423396e-02
1.498000000000000e-07	2.265806465415444e-02	6.436914361174340e-02	8.668332682726982e-03
1.500000000000000e-07	5.168822786346282e-03	4.230655922050738e-02	-2.235575065711570e-04
1.502000000000000e-07	-1.210099070245346e-02	1.911497709605283e-02	-9.007370352897677e-03
1.504000000000000e-07	-2.880396857955547e-02	-4.583850902041079e-03	-1.548073105219257e-02
1.506000000000000e-07	-4.457047466366226e-02	-2.811542538411188e-02	-1.810582916164689e-02
1.508000000000000e-07	-5.888353488964170e-02	-5.062853255533276e-02	-1.624480646821700e-02
1.510000000000000e-07	-7.115988244495042e-02	-7.120303812961300e-02	-1.042683867309585e-02
1.512000000000000e-07	-8.074360474727517e-02	-8.886211695340926e-02	-2.043723997112747e-03
1.514000000000000e-07	-8.700172527364902e-02	-1.026568299607758e-01	6.760430356242218e-03
1.516000000000000e-07	-8.940953968666542e-02	-1.117833388516333e-01	1.383442443982306e-02
1.518000000000000e-07	-8.770778995517030e-02	-1.157478701776632e-01	1.742928387509182e-02
1.520000000000000e-07	-8.190318642110674e-02	-1.143681813132446e-01	1.671059830713975e-02
1.522000000000000e-07	-7.236821344588218e-02	-1.078805906512569e-01	1.186016733733070e-02
1.524000000000000e-07	-5.974424150555425e-02	-9.684569680280523e-02	4.148442861343538e-03
1.526000000000000e-07	-4.490804931934592e-02	-8.211589854923794e-02	-4.555458959442526e-03
1.528000000000000e-07	-2.882818706356147e-02	-6.469152117468156e-02	-1.205600942727988e-02
1.530000000000000e-07	-1.249111117363275e-02	-4.564580167010163e-02	-1.652472615497796e-02
1.532000000000000e-07	3.317948613648100e-03	-2.589536767313119e-02	-1.689164505113953e-02
1.534000000000000e-07	1.793601700960909e-02	-6.288188110126287e-03	-1.311694854662920e-02
1.536000000000000e-07	3.098265260037824e-02	1.258133595513324e-02	-6.114091703444606e-03
1.538000000000000e-07	4.223122603672900e-02	3.023725877913031e-02	2.324231046872962e-03
1.540000000000000e-07	5.162638464055284e-02	4.636587063640922e-02	1.015314449033094e-02
1.542000000000000e-07	5.912551149855967e-02	6.064234720927211e-02	1.540568971293770e-02
1.544000000000000e-07	6.469321352875550e-02	7.274545929536397e-02	1.681067308013963e-02
1.546000000000000e-07	6.821485066590406e-02	8.234455476577872e-02	1.406462493815407e-02
1.548000000000000e-07	6.950221480857452e-02	8.899573226344018e-02	7.903965451849650e-03
1.550000000000000e-07	6.831551951933702e-02	9.226907411804823e-02	-2.012019448154146e-04
1.552000000000000e-07	6.446824312869547e-02	9.182013914352602e-02	-8.166525793797862e-03
1.554000000000000e-07	5.785982923684607e-02	8.744058422085843e-02	-1.407989907384308e-02
1.556000000000000e-07	4.860972478897717e-02	7.918956833855968e-02	-1.647023826450580e-02
1.558000000000000e-07	3.705595217951924e-02	6.739734499527480e-02	-1.480791000292591e-02
1.560000000000000e-07	2.376439842235532e-02	5.267181812087505e-02	-9.483574375050149e-03
1.562000000000000e-07	9.495342899008061e-03	3.586204011432006e-02	-1.863610417822909e-03
1.564000000000000e-07	-4.849918517527463e-03	1.800315651297905e-02	6.180770177181751e-03
1.566000000000000e-07	-1.840646477602814e-02	1.280691913457230e-04	1.260508155394282e-02
1.568000000000000e-07	-3.041139816386789e-02	-1.681077188063546e-02	1.589502502442358e-02
1.570000000000000e-07	-4.032202319065784e-02	-3.205966744040237e-02	1.523083656860637e-02
1.572000000000000e-07	-4.780333657505920e-02	-4.505568828258086e-02	1.086603879868657e-02
1.574000000000000e-07	-5.281134774040643e-02	-5.554901915901943e-02	3.801913319202666e-03
1.576000000000000e-07	-5.546088297623405e-02	-6.343399156328029e-02	-4.128632155251363e-03
1.578000000000000e-07	-5.602733912697810e-02	-6.878951794294659e-02	-1.100574988099714e-02
1.580000000000000e-07	-5.478873578360338e-02	-7.171719612252234e-02	-1.509551472739498e-02
1.582000000000000e-07	-5.201055890333724e-02	-7.233600624504508e-02	-1.544760690919937e-02
1.584000000000000e-07	-4.783563143614124e-02	-7.067475603457896e-02	-1.196251182151945e-02
1.586000000000000e-07	-4.234487517996066e-02	-6.673856740855301e-02	-5.586901230235127e-03
1.588000000000000e-07	-3.552354834765512e-02	-6.047522818120847e-02	2.163228136552186e-03
1.590000000000000e-07	-2.739396438545797e-02	-5.191238288822732e-02	9.296508210102344e-03
1.592000000000000e-07	-1.802131018339788e-02	-4.115724047354450e-02	1.409598167561397e-02
1.594000000000000e-07	-7.628943293991173e-03	-2.850886490553822e-02	1.539207422181284e-02
1.596000000000000e-07	3.408810224484192e-03	-1.445203203409511e-02	1.290163724875134e-02
1.598000000000000e-07	1.452124847988412e-02	3.036487553167868e-04	7.222581740289141e-03
1.600000000000000e-07	2.506914785320431e-02	1.496433647913014e-02	-1.835947156116206e-04
1.602000000000000e-07	3.434216986187635e-02	2.864459287032378e-02	-7.514152553014404e-03
1.604000000000000e-07	4.173710557260362e-02	4.056126998397930e-02	-1.290280830280581e-02
1.606000000000000e-07	4.679897916617982e-02	5.008295912597489e-02	-1.512253924284575e-02
1.608000000000000e-07	4.930973311159811e-02	5.681466179341769e-02	-1.356699406137911e-02
1.610000000000000e-07	4.928063401312712e-02	6.060431305776152e-02	-8.699833882281299e-03
1.612000000000000e-07	4.698441007095541e-02	6.158585021668609e-02	-1.688507283305152e-03
1.614000000000000e-07	4.281934373129843e-02	6.003944078921172e-02	5.677567058155326e-03
1.616000000000000e-07	3.730458736863911e-02	5.639683224524044e-02	1.161060079911386e-02
1.618000000000000e-07	3.091407353230958e-02	5.107562756801898e-02	1.460537512341314e-02
1.620000000000000e-07	2.403439867957479e-02	4.444271760996050e-02	1.402662511744422e-02
1.622000000000000e-07	1.690498374178253e-02	3.674643438256482e-02	9.970967453675594e-03
1.624000000000000e-07	9.685013601005392e-03	2.819029523971938e-02	3.497647099452718e-03
1.626000000000000e-07	2.392209583518982e-03	1.886370475619160e-02	-3.819386772638971e-03
1.628000000000000e-07	-4.951460022808426e-03	8.888492361921315e-03	-1.012337607201540e-02
1.630000000000000e-07	-1.231770876167182e-02	-1.588299282861928e-03	-1.390772877122382e-02
1.632000000000000e-07	-1.954030111436673e-02	-1.226084324447346e-02	-1.421609752354104e-02
1.634000000000000e-07	-2.636415423068697e-02	-2.272860697029878e-02	-1.106282400303062e-02
1.636000000000000e-07	-3.240913372774983e-02	-3.246668465462732e-02	-5.152131351670525e-03
1.638000000000000e-07	-3.723231031746963e-02	-4.088165299632125e-02	1.953322707744818e-03
1.640000000000000e-07	-4.038607797815175e-02	-4.738711401898252e-02	8.562569170282638e-03
1.642000000000000e-07	-4.154863016843544e-02	-5.153877502572413e-02	1.299103374879224e-02
1.644000000000000e-07	-4.053353713933933e-02	-5.304191820214405e-02	1.421023795793782e-02
1.646000000000000e-07	-3.740577033683455e-02	-5.187929902131430e-02	1.188461910320818e-02
1.648000000000000e-07	-3.241200397888602e-02	-4.823387953512433e-02	6.668992401254478e-03
1.650000000000000e-07	-2.601388214263869e-02	-4.253313490145166e-02	-1.896440716732584e-04
1.652000000000000e-07	-1.874431025328982e-02	-3.529732638853521e-02	-6.934357792215139e-03
1.654000000000000e-07	-1.119614269699057e-02	-2.713660736666560e-02	-1.194889145948067e-02
1.656000000000000e-07	-3.847827567660636e-03	-1.856588089550109e-02	-1.394930889435721e-02
1.658000000000000e-07	2.930396178647187e-03	-1.001802283740034e-02	-1.254160714217271e-02
1.660000000000000e-07	8.945656381980697e-03	-1.769395484151357e-03	-8.040497290123075e-03
1.662000000000000e-07	1.413998795145383e-02	6.026206845882509e-03	-1.591515404428765e-03
1.664000000000000e-07	1.859351961766969e-02	1.333756112420055e-02	5.237964754375779e-03
1.666000000000000e-07	2.239626275145541e-02	2.013566327824673e-02	1.070317403631164e-02
1.668000000000000e-07	2.564026372812706e-02	2.639054716511272e-02	1.352815059708929e-02
1.670000000000000e-07	2.830074810690111e-02	3.195231985234354e-02	1.296572123796848e-02
1.672000000000000e-07	3.029218625260471e-02	3.663476937222691e-02	9.227185503589631e-03
1.674000000000000e-07	3.138298681010845e-02	4.009563513309976e-02	3.212116860193946e-03
1.676000000000000e-07	3.134086911864417e-02	4.202015151263048e-02	-3.525526931957651e-03
1.678000000000000e-07	2.992135519840513e-02	4.209451429921836e-02	-9.389752460434010e-03
1.680000000000000e-07	2.700657214725388e-02	4.015549496741119e-02	-1.287178937069916e-02
1.682000000000000e-07	2.259527999208259e-02	3.617444788330008e-02	-1.318718632473370e-02
1.684000000000000e-07	1.690260878881190e-02	3.036612842583146e-02	-1.020849974030643e-02
1.686000000000000e-07	1.029297100309355e-02	2.311263218415674e-02	-4.776305321912358e-03
1.688000000000000e-07	3.266649343315688e-03	1.495561669744701e-02	1.844519185289980e-03
1.690000000000000e-07	-3.650897941365251e-03	6.475977332164375e-03	7.942092713133229e-03
1.692000000000000e-07	-9.935305158332611e-03	-1.725812613684290e-03	1.207651443861501e-02
1.694000000000000e-07	-1.521338478891998e-02	-9.193983635064676e-03	1.317409109870942e-02
1.696000000000000e-07	-1.924786022815720e-02	-1.559894395500875e-02	1.105069188032444e-02
1.698000000000000e-07	-2.200588130093477e-02	-2.081160224462685e-02	6.173341767350132e-03
1.700000000000000e-07	-2.358279264007514e-02	-2.482612820072177e-02	-1.551910910864187e-04
1.702000000000000e-07	-2.420620136100702e-02	-2.777831469843496e-02	-6.443606521128376e-03
1.704000000000000e-07	-2.410009257276480e-02	-2.980159236052821e-02	-1.107700959174535e-02
1.706000000000000e-07	-2.348226213898643e-02	-3.103697405021940e-02	-1.298865125905222e-02
1.708000000000000e-07	-2.244573574585855e-02	-3.150847700826372e-02	-1.164935423449906e-02
1.710000000000000e-07	-2.100715878343339e-02	-3.118422841980838e-02	-7.480866586946069e-03
1.712000000000000e-07	-1.905494855300181e-02	-2.991599636083825e-02	-1.459089806364468e-03
1.714000000000000e-07	-1.646442529565932e-02	-2.756540089215124e-02	4.858392451644425e-03
1.716000000000000e-07	-1.309111174917805e-02	-2.398717244025654e-02	9.981399937226066e-03
1.718000000000000e-07	-8.910485713342355e-03	-1.918002970227334e-02	1.257101086090656e-02
1.720000000000000e-07	-3.993752744278795e-03	-1.324898986300657e-02	1.208383765388622e-02
1.722000000000000e-07	1.422464328388261e-03	-6.480738671685149e-03	8.574574538646511e-03
1.724000000000000e-07	6.981784883498771e-03	7.067171526102164e-04	3.015020028310460e-03
1.726000000000000e-07	1.223177818542230e-02	7.787932370331803e-03	-3.290273911543768e-03
1.728000000000000e-07	1.675003689240562e-02	1.426707158592905e-02	-8.716248584188699e-03
1.730000000000000e-07	2.015125092962205e-02	1.967670088935972e-02	-1.200696390790205e-02
1.732000000000000e-07	2.221534706661498e-02	2.371796016395482e-02	-1.227027420476623e-02
1.734000000000000e-07	2.287023114902095e-02	2.623986811003836e-02	-9.543662951058650e-03
1.736000000000000e-07	2.224839274307114e-02	2.730748205496798e-02	-4.438103410369158e-03
1.738000000000000e-07	2.058535553329246e-02	2.709159592556658e-02	1.701060998487034e-03
1.740000000000000e-07	1.822686210102812e-02	2.588973437383386e-02	7.429670680718328e-03
1.742000000000000e-07	1.549099404614816e-02	2.397817238890470e-02	1.124576685843519e-02
1.744000000000000e-07	1.265782346940733e-02	2.161550148428330e-02	1.230215573469591e-02
1.746000000000000e-07	9.858754174027592e-03	1.892063709239817e-02	1.028085130237335e-02
1.748000000000000e-07	7.147034626541912e-03	1.595427047860742e-02	5.783101726498783e-03
1.750000000000000e-07	4.436340361424943e-03	1.264588429406672e-02	-1.627619953566627e-04
1.752000000000000e-07	1.620908527783003e-03	8.924566471882493e-03	-6.001843028171016e-03
1.754000000000000e-07	-1.427989206567581e-03	4.702808839268732e-03	-1.037057570790108e-02
1.756000000000000e-07	-4.734205756737973e-03	1.420659724411018e-05	-1.211296298654955e-02
1.758000000000000e-07	-8.247493061741844e-03	-5.034751678772570e-03	-1.090137780828936e-02
1.760000000000000e-07	-1.176206343912345e-02	-1.017029980815751e-02	-6.959670011858364e-03
1.762000000000000e-07	-1.500177641673787e-02	-1.505168233804280e-02	-1.362465503752623e-03
1.764000000000000e-07	-1.761300916536039e-02	-1.925703761147218e-02	4.580609291528898e-03
1.766000000000000e-07	-1.929609931647575e-02	-2.242815840892841e-02	9.315525624042734e-03
1.768000000000000e-07	-1.980944538819374e-02	-2.426572845934973e-02	1.177180521613018e-02
1.770000000000000e-07	-1.908450851855365e-02	-2.465742877490193e-02	1.127224557320004e-02
1.772000000000000e-07	-1.718448579780465e-02	-2.362639680352033e-02	8.040864405568565e-03
1.774000000000000e-07	-1.435159083483033e-02	-2.139013878011825e-02	2.796599239657692e-03
1.776000000000000e-07	-1.090539554174400e-02	-1.824908911816378e-02	-3.074180782699611e-03
1.778000000000000e-07	-7.241899122067354e-03	-1.459769760441055e-02	-8.199780835875924e-03
1.780000000000000e-07	-3.695986095957698e-03	-1.077449134923402e-02	-1.122130275467427e-02
1.782000000000000e-07	-5.317645269393589e-04	-7.063552577758421e-03	-1.150581669956040e-02
1.784000000000000e-07	2.139974567687255e-03	-3.600124844004450e-03	-8.906359371971390e-03
1.786000000000000e-07	4.309672167641403e-03	-4.342242379241639e-04	-4.176922020541865e-03
1.788000000000000e-07	6.103557725382626e-03	2.519948036673861e-03	1.601014908174422e-03
1.790000000000000e-07	7.664337657754707e-03	5.352984415567252e-03	6.921718445114388e-03
1.792000000000000e-07	9.159330800860606e-03	8.182100712463501e-03	1.055431690603616e-02
1.794000000000000e-07	1.065382925953756e-02	1.101331489184244e-02	1.151376189306297e-02
1.796000000000000e-07	1.214252726916141e-02	1.379237582731165e-02	9.673401257617960e-03
1.798000000000000e-07	1.348228532812022e-02	1.632383274335503e-02	5.398134536507060e-03
1.800000000000000e-07	1.447098242470853e-02	1.836236723482721e-02	-1.339089495298472e-04
1.802000000000000e-07	1.484942571508987e-02	1.960796895660522e-02	-5.645008292724198e-03
1.804000000000000e-07	1.442491172680043e-02	1.984201630830567e-02	-9.695782088986287e-03
1.806000000000000e-07	1.306108738995297e-02	1.890455499971699e-02	-1.138007120845452e-02
1.808000000000000e-07	1.078547598245863e-02	1.681566703261038e-02	-1.019964309358778e-02
1.810000000000000e-07	7.739244024585619e-03	1.371256399055210e-02	-6.546486922341940e-03
1.812000000000000e-07	4.223931288395826e-03	9.909252584469197e-03	-1.260093416310485e-03
1.814000000000000e-07	5.740349881445036e-04	5.754521869592894e-03	4.265430815091753e-03
1.816000000000000e-07	-2.835272165679641e-03	1.651925078250384e-03	8.759612347082113e-03
1.818000000000000e-07	-5.719665940945597e-03	-2.085286987654147e-03	1.103090298186422e-02
1.820000000000000e-07	-7.871274332287598e-03	-5.207725510058868e-03	1.061529434101277e-02
1.822000000000000e-07	-9.260335561878864e-03	-7.650666082138730e-03	7.534815083070281e-03
1.824000000000000e-07	-9.950238185018724e-03	-9.430074787486959e-03	2.650633860211435e-03
1.826000000000000e-07	-1.013808965443389e-02	-1.070282881768102e-02	-2.905044484552067e-03
1.828000000000000e-07	-1.002549086230466e-02	-1.162481685629854e-02	-7.670859959415097e-03
1.830000000000000e-07	-9.825090900374693e-03	-1.237239523759133e-02	-1.056542673027340e-02
1.832000000000000e-07	-9.641154498663753e-03	-1.301082123451684e-02	-1.079256090176176e-02
1.834000000000000e-07	-9.506267738527550e-03	-1.354641608503840e-02	-8.402260016921853e-03
1.836000000000000e-07	-9.315082426390564e-03	-1.384719805814923e-02	-3.902955476330204e-03
1.838000000000000e-07	-8.920312011259708e-03	-1.375422485936157e-02	1.493218287941552e-03
1.840000000000000e-07	-8.117185891073408e-03	-1.305213371652445e-02	6.544299019593188e-03
1.842000000000000e-07	-6.770254310905207e-03	-1.161052402581910e-02	9.907727994715313e-03
1.844000000000000e-07	-4.801067986167903e-03	-9.357013339459168e-03	1.085411560439761e-02
1.846000000000000e-07	-2.280943837349245e-03	-6.382293290630095e-03	9.076372079135378e-03
1.848000000000000e-07	6.263079855066989e-04	-2.869553745618739e-03	5.105677279521617e-03
1.850000000000000e-07	3.623948010513355e-03	8.528676799087305e-04	-1.550064031151261e-04
1.852000000000000e-07	6.404360305480437e-03	4.449113008685560e-03	-5.300195401288747e-03
1.854000000000000e-07	8.645984981552279e-03	7.559546826121137e-03	-9.146233765922400e-03
1.856000000000000e-07	1.015097715484285e-02	9.956068473439909e-03	-1.068974829720928e-02
1.858000000000000e-07	1.079705295664508e-02	1.147716988544733e-02	-9.632514529576015e-03
1.860000000000000e-07	1.063806755425035e-02	1.214647610479933e-02	-6.151926958901974e-03
1.862000000000000e-07	9.817828549454306e-03	1.207327622626775e-02	-1.212667591779142e-03
1.864000000000000e-07	8.593773166320451e-03	1.149135962541572e-02	4.050019755511630e-03
1.866000000000000e-07	7.212819597526420e-03	1.062107070136780e-02	8.226364448820482e-03
